artifact,selected_for_export,path,notes,num_points,has_colors,raw_bbox_x,raw_bbox_y,raw_bbox_z,robust_bbox_x,robust_bbox_y,robust_bbox_z,robust_kept_fraction,file_size_mb,num_vertices,num_faces,surface_area
fused_dense_point_cloud,False,/home/twilightpriest/GitHub/ApolloSplat-Py/outputs/baseline_colmap/dense/fused.ply,Dense colored point cloud generated by COLMAP stereo_fusion.,580552.0,True,42.27976584434509,6.213388919830322,118.94460582733154,6.78574526309967,3.89917254447937,2.508570909500122,0.9503334757265499,14.949,,,
poisson_mesh,True,/home/twilightpriest/GitHub/ApolloSplat-Py/outputs/baseline_colmap/dense/meshed-poisson.ply,Selected baseline mesh. More compact and cleaner than Delaunay for RViz2 visualization.,,,9.09292984008789,5.481712341308594,5.763605833053589,7.333263397216797,4.313929557800293,3.1165549755096436,0.9539777190790272,9.191,189669.0,377096.0,41.12798784055677
delaunay_mesh,False,/home/twilightpriest/GitHub/ApolloSplat-Py/outputs/baseline_colmap/dense/meshed-delaunay.ply,"Valid mesh, but global bbox indicates strong stretched outlier geometry.",,,42.27976584434509,5.580324649810791,97.04478740692139,6.981804847717285,4.037731647491455,2.7536919116973877,0.9532728969470737,4.355,120016.0,240456.0,47.88992648338323
baseline_selected_mesh,True,/home/twilightpriest/GitHub/ApolloSplat-Py/outputs/baseline_colmap/baseline_selected_mesh.ply,Copied from Poisson mesh as canonical baseline mesh artifact.,,,9.09292984008789,5.481712341308594,5.763605833053589,7.333263397216797,4.313929557800293,3.1165549755096436,0.9539777190790272,9.191,189669.0,377096.0,41.12798784055677
