project,final_status,pipeline_result,baseline_registered_images,dense_fused_points,selected_mesh,selected_mesh_vertices,selected_mesh_faces,ros2_visualization_status,gaussian_splatting_status,total_manifest_artifacts,existing_manifest_artifacts,missing_manifest_artifacts,final_ros2_package,final_launch_command
ApolloSplat-Py,SUCCESS,Apollo 17 lunar terrain asset reconstructed and visualized in ROS2/RViz2,13 / 15,580552,Poisson mesh,189669,377096,Confirmed in RViz2,Skipped due CUDA extension build instability; ROS2 mesh export used as robust alternative,21,21,0,/home/twilightpriest/GitHub/ApolloSplat-Py/outputs/ros2_export/apollo_lunar_patch_viz,ros2 launch apollo_lunar_patch_viz view_apollo_lunar_patch.launch.py
